"1,000","3,000","10,000","30,000","100,000",1-level,2-level,3-level,4-level,5-level,6-level,7-level,8-level,9-level,10-level,11-level,12-level,13-level,14-level,15-level,16-level,17-level,18-level,19-level,20-level,benchmark,y
32852.3,32852.3,32856.3,32858.5,32856,32854,32853.25,32853.5,32852.75,32853.25,32854,32851.75,32851.5,32851.75,32852,32851.25,32853,32852.75,32852.75,32853,32853.5,32850.5,32850,32850.25,32851.5,32854.09,32854.6
32854,32852.8,32852.8,32853.3,32856.3,32854.25,32855.25,32854.5,32856,32854.5,32855.25,32855.75,32856,32855.75,32854.75,32854,32854.25,32855,32854.5,32854,32855.5,32855.5,32855.5,32855.5,32855.5,32854.6,32848.68
32847,32847.5,32847.5,32850.3,32853,32847.75,32848,32849,32849.5,32849.25,32848.25,32848.75,32848,32847.5,32847.75,32847.75,32847.75,32848.5,32848.25,32848.5,32849.5,32849.25,32849.5,32850,32849.75,32848.68,32845.41
32843,32845.5,32845.3,32846,32847,32844.5,32844.75,32845.75,32846.25,32846.5,32846.75,32846.25,32845,32845,32844.75,32844.5,32844.25,32843.75,32843.5,32843.75,32843.75,32843.75,32846,32845.25,32845.25,32845.41,32817.5
32812.8,32816.3,32816.8,32816.8,32818.8,32818.75,32820,32816.75,32818.5,32818.5,32818,32818,32818.25,32818,32818,32818,32818,32818,32817.75,32818.75,32819,32819.5,32819,32820,32820,32817.5,32818.18
32815.5,32817.5,32819.5,32818,32816.5,32818.75,32818.5,32818.25,32818.5,32818.25,32819.75,32819.25,32819.25,32818.5,32818.25,32818.25,32818,32818,32818,32818.75,32818.75,32819.75,32819.5,32819.75,32820.25,32818.18,32818.04
32815.8,32817,32819.8,32818,32816.5,32818.75,32817.75,32819.75,32818.75,32818.5,32819.75,32819,32818.25,32818,32818.75,32818.25,32818.75,32818.5,32819,32818.75,32819.75,32819.5,32819.5,32820,32820,32818.04,32835.79
32834.5,32835.3,32835.3,32837.5,32835.5,32837,32835.5,32837,32835.5,32835.75,32836.25,32836.25,32835.5,32835.5,32835,32833,32833.25,32833.5,32833,32832.75,32833.75,32833.5,32833.5,32834,32834.75,32835.79,32821.4
32819.5,32821.3,32821.3,32820.3,32822.8,32821.25,32821.5,32822,32822,32821.75,32822,32822,32822,32821.75,32821.25,32820.5,32821,32821.25,32821.25,32821,32821.25,32821.5,32823,32824.75,32825,32821.4,32825.58
32825.3,32827.3,32828.3,32824.8,32825.3,32825.75,32825.25,32826.75,32824.75,32824.5,32824.5,32824.25,32824.5,32824.5,32824.5,32824.5,32823.25,32823.5,32823.25,32824,32824.25,32825.5,32825.5,32825.75,32826.75,32825.58,32821.87
32820.5,32820.8,32821.8,32823.8,32822.8,32820.75,32820.75,32821.25,32822.25,32822.25,32822.25,32823,32823,32822.75,32822.75,32822.5,32821.5,32821.25,32821.25,32820.75,32821.5,32823,32824.5,32824.5,32824.5,32821.87,32821.68
32820.3,32821.8,32821.8,32823.8,32822.8,32820.5,32821.75,32821.5,32821.25,32821.5,32821.5,32821.75,32821.25,32821.25,32821.75,32821.25,32821.25,32821,32821,32820.5,32820.25,32821,32822.5,32824.25,32824.25,32821.68,32823.64
32823.3,32822.5,32824.5,32824,32823.3,32823.5,32823.5,32823.75,32824.5,32824.75,32824,32824.5,32823.25,32823.25,32823.25,32823.25,32823.25,32823.25,32823.75,32823.75,32824.5,32825,32826.5,32826.5,32826.25,32823.64,32840.33
32839,32839,32839,32840.3,32841.5,32839.25,32841.25,32841.75,32841.75,32841,32841.25,32841.25,32841,32841,32841,32841.25,32840.25,32840.75,32840.75,32840.25,32840,32840,32840,32840.5,32840.5,32840.33,32849.59
32850,32850.5,32850.8,32850,32851.3,32850,32850,32848.75,32848.5,32848.5,32848,32847.75,32846.75,32846,32846.75,32845.75,32845.25,32845,32845,32844.75,32846.25,32846,32846.25,32846.25,32845.75,32849.59,32847.61
32847,32847,32847,32848.3,32851.5,32847.25,32848,32847.75,32846.5,32846.75,32846.75,32846.75,32846.75,32846.75,32846.5,32845.5,32845.5,32844.75,32844.5,32844.5,32844,32846,32846.25,32844.5,32844.5,32847.61,32849.08
32848.3,32848.5,32848.5,32849,32850,32848.75,32848.75,32849.75,32849.5,32849.5,32849.75,32849.5,32849.75,32849.5,32849.5,32849.25,32849.25,32849,32849,32849.25,32850.25,32851.5,32851.75,32852,32852.75,32849.08,32849.77
32848.3,32848.8,32850.5,32850.8,32850,32848.75,32849,32850.5,32851.25,32850.5,32850.25,32850.5,32850,32850,32850,32850,32849.75,32850,32849.75,32851.5,32851.75,32852.5,32852,32853.5,32853.5,32849.77,32849.1
32848.3,32848.8,32849.8,32850.3,32850,32848.75,32849,32849.75,32848.25,32848.5,32849,32849,32848.75,32849.25,32848.75,32848.75,32848.75,32848.75,32849,32849.25,32850.5,32850.75,32851.5,32851.5,32852.75,32849.1,32849.8
32848.3,32849.8,32850,32850.8,32850.3,32848.75,32850,32850,32849.5,32850.5,32850,32850,32850.5,32850.25,32850.25,32850,32849.5,32850,32850,32851.75,32852,32853.25,32852.75,32854,32854,32849.8,32850.52
32849.8,32849.8,32850,32851.8,32850.3,32851.75,32850.25,32850.5,32850.75,32851,32850.5,32850.25,32850.25,32850,32850,32849.75,32849.25,32849.25,32849.25,32849.5,32849.5,32849.5,32849,32849.75,32851.5,32850.52,32864.43
32862.8,32862.8,32862.8,32866.3,32867.3,32863.5,32865.5,32865.5,32865.5,32865,32864,32863.75,32863.75,32863,32862.75,32862.75,32862.25,32863,32863.75,32862.75,32862.75,32862.75,32862.5,32863.75,32863.5,32864.43,32863.66
32862.8,32862.8,32863.5,32865,32863,32863.5,32863.75,32865.75,32865.5,32864.5,32863.5,32863.5,32863.25,32863,32861.75,32861.75,32862.5,32862,32862,32862.75,32862,32862.25,32862.25,32862.25,32861.5,32863.66,32862.6
32862.5,32862.5,32862.5,32861.5,32863,32862,32862.5,32862.25,32864.5,32864.25,32863,32862,32862,32861.25,32861.25,32861.25,32861.25,32861.5,32861.5,32861.5,32860,32860.75,32861.5,32861,32861,32862.6,32862.41
32862.5,32862.5,32862.5,32862,32862.8,32862,32862.5,32862.25,32862.75,32861.75,32862.5,32862.75,32862,32861,32860.75,32860.75,32860.25,32860.25,32859.5,32859.5,32859.5,32859.5,32859.75,32860.5,32860.75,32862.41,32858.84
32858.5,32858.8,32859,32858.3,32862.5,32860,32858.75,32858.75,32858.25,32858.25,32858.25,32856.5,32856,32856,32856.25,32856.75,32856.5,32856.75,32857.25,32857.5,32857.5,32856.25,32858,32857.25,32857,32858.84,32862.61
32862.8,32862,32862,32864,32863.8,32861.75,32862.75,32864,32864,32862,32861.25,32861.5,32861.75,32861.5,32861.5,32861,32861,32861.25,32861.25,32861.25,32861.75,32861.5,32861.5,32861.25,32861,32862.61,32872.52
32871.8,32871.8,32871.8,32875,32875.5,32873,32872.25,32872.25,32871.25,32871.25,32872,32872.25,32870.75,32870.5,32870.5,32870.5,32871.25,32871.5,32871.75,32873,32873,32873.25,32873.25,32873.25,32873.25,32872.52,32873.52
32873.3,32873.8,32874.5,32875.3,32875.5,32873,32873,32873.25,32873.75,32874.5,32872,32871.75,32871,32871,32871,32870.5,32871.25,32872,32872,32872.75,32873.25,32873.25,32873,32872.5,32872.5,32873.52,32879.54
32879.3,32879.3,32880.5,32881,32880,32879.5,32879.5,32879.5,32879.5,32879.5,32878.75,32878.75,32878,32877.75,32877.75,32877.75,32877.5,32877,32877.25,32877.25,32877.5,32877.5,32877.25,32880,32879,32879.54,32880.29
32879.8,32880,32881,32882.3,32880.8,32880,32880,32880.5,32880.25,32880.25,32879.5,32879.5,32879.25,32879,32878.75,32878.5,32878.5,32878.75,32878.5,32879,32878.5,32878.5,32878,32881,32879,32880.29,32880.07
32880.8,32879.3,32880.3,32882,32880.3,32879,32880.75,32879.5,32879.5,32880.25,32879.75,32879.5,32879,32879,32878.5,32878.75,32878.75,32878.5,32878.5,32879,32878.5,32878.5,32881.5,32881.25,32879.25,32880.07,32893.07
32891.3,32891.3,32893.5,32898,32900.8,32891.75,32891.5,32893.5,32891.25,32891.25,32890.5,32892,32890.75,32890.75,32890.25,32890.75,32891,32890.5,32890.5,32890,32889.75,32889.25,32890,32889.5,32889,32893.07,32904.34
32906.8,32902.5,32901.8,32903.8,32907,32905.5,32906.75,32903,32903,32903,32902.75,32902.75,32903.5,32902.5,32902.75,32903.25,32903.25,32903.25,32902.75,32902.75,32902.75,32902,32902.25,32902.25,32900.5,32904.34,32928.17
32927.8,32927.8,32928.8,32932.5,32936.3,32927,32927.75,32928,32924.75,32925.25,32925.25,32925,32923.75,32923.75,32925.25,32925,32924,32924.25,32924,32924.5,32925.75,32924,32923,32922.5,32923,32928.17,32937.46
32939,32935.3,32935,32939.5,32942.5,32938.75,32938,32935.5,32935.5,32935.25,32936.25,32934.25,32934.75,32935,32934.5,32934.75,32935.75,32936.25,32935.75,32935.25,32934.75,32934.5,32934.25,32934,32934,32937.46,32923.07
32920.5,32920.5,32920.3,32925.3,32927.3,32923.5,32922,32923.75,32923.75,32924.25,32924,32924,32923.5,32923.75,32923.75,32923.75,32923.5,32923.5,32923.75,32923.25,32922.75,32924.25,32923.75,32924,32923.75,32923.07,32907.61
32905,32908,32908.3,32908.3,32908,32907,32908,32907.5,32907.5,32908.25,32908,32908,32908,32907.75,32908.25,32908.25,32908,32908,32909.5,32909.5,32910.25,32909.5,32910,32907.75,32908.5,32907.61,32909.11
32909,32907.5,32908.5,32911.5,32910.3,32910,32910,32908.75,32908.25,32908.5,32907.25,32908.5,32908.75,32908.75,32908.75,32909.25,32909,32909,32909.25,32909.25,32909.5,32910,32908.25,32908,32908,32909.11,32910.42
32910.3,32909.8,32910,32911.8,32910,32910.75,32910.5,32910.75,32911,32910.75,32911,32910.5,32909,32909.25,32909,32909.25,32909.5,32909.5,32909.5,32908.75,32910.25,32910.75,32912,32911.5,32911.25,32910.42,32912.48
32913,32912.5,32913,32914.5,32912.5,32913,32913,32913,32912.25,32911.5,32910.25,32910.25,32910.75,32910,32910.5,32910.5,32910.75,32911.25,32911.25,32911.25,32911,32911,32911,32910.75,32911,32912.48,32911.5
32910.8,32910.8,32911.3,32913.3,32910.8,32911.75,32911.25,32911.25,32911.5,32912,32912.25,32912.5,32911.25,32910.75,32911,32909.25,32909.75,32909.75,32910,32909.75,32909.5,32910.25,32910.75,32909.75,32910.25,32911.5,32920.61
32920.3,32918.8,32920,32921,32926,32920.25,32920.25,32920.25,32920.5,32920.5,32920.5,32918.5,32918.5,32919,32919.5,32919.75,32919.75,32919.75,32919.75,32920.5,32919.25,32920,32920.5,32920.5,32920.5,32920.61,32921.25
32920.8,32920.3,32920.8,32922.3,32925.3,32920.75,32920.5,32920.5,32920.5,32920.5,32920.5,32920.5,32920.75,32919,32918.5,32919,32919.75,32919.75,32919.5,32919.5,32919.5,32919,32918,32918.5,32918.75,32921.25,32919.94
32919,32919,32920.8,32921.5,32924.8,32919,32919,32918.75,32920,32919.5,32919.25,32917.25,32917,32917.5,32917.75,32917.75,32917.75,32918.5,32918.5,32918.75,32917,32916.75,32916.5,32917.75,32918.25,32919.94,32921.37
32920,32921.3,32922.3,32922.5,32925.8,32920.25,32921.25,32921.25,32920.75,32920.75,32920.5,32919,32919,32918.5,32918.25,32918.75,32918.75,32918.75,32918.5,32919,32919,32918.5,32920.5,32920,32920.25,32921.37,32930.77
32930.3,32930.3,32931.3,32933.5,32933.8,32930.25,32930.5,32929.75,32929.75,32930.5,32928.75,32929.5,32929.25,32929.25,32929.25,32929.25,32928.5,32927.5,32926.5,32927,32927.25,32927.5,32926.75,32926,32926,32930.77,32923.89
32921.8,32924,32925.8,32927,32928,32921.75,32922.5,32922.5,32922.5,32922.5,32923.75,32921.25,32921.75,32921.75,32921.75,32921.75,32922,32922,32922,32922,32922.25,32921.5,32920.5,32920.25,32920.75,32923.89,32928.29
32926.5,32928,32928.3,32931.3,32931,32928.25,32927.75,32927.75,32927.75,32928.25,32926.75,32926.75,32927.25,32927.25,32927.25,32927,32927.25,32927.25,32926.5,32926,32926.25,32926.75,32926.75,32927.25,32927.25,32928.29,32953.43
32952,32954,32954,32956.8,32954.5,32952,32951.75,32952.25,32953,32953,32953,32953,32953.25,32953.25,32954.25,32954.25,32954.5,32953.75,32952.75,32953.25,32953.25,32953.75,32954.25,32953,32953,32953.43,32932.82
32932.8,32932.8,32932.8,32932.5,32932.3,32930,32932.5,32933.5,32933.5,32933.5,32934,32934.5,32935,32934.75,32934.5,32935,32935,32935.75,32936.75,32936.5,32935.25,32934.75,32933.75,32933.75,32935.25,32932.82,32935.78
32937.5,32937.5,32938,32938.3,32932.5,32935.25,32935.25,32936.5,32935.75,32934.75,32934.25,32934,32933.5,32933.25,32933,32933,32932.5,32932.75,32933,32933.5,32933.5,32931.5,32930.75,32930.75,32932.75,32935.78,32925.04
32925,32926.8,32925.5,32924.3,32924.5,32922.75,32924.75,32925.75,32925.5,32925.75,32925.75,32925.75,32925.5,32924.5,32924.75,32924.75,32925,32925,32925,32924.75,32924.75,32924.5,32924,32924.5,32924.5,32925.04,32928.29
32928.8,32928.5,32928.5,32930,32929.8,32927.5,32927,32927.25,32927.25,32927.25,32927.5,32927.5,32928,32927.75,32927.75,32928,32927.75,32927.5,32927.5,32927,32927,32927.25,32928.25,32928.5,32929,32928.29,32915.53
32917.3,32917.8,32917.8,32913.3,32911.3,32914.25,32917.25,32917.5,32915.5,32915.5,32915,32915.5,32915.75,32915,32913.75,32913,32913,32913.5,32913.5,32913.5,32912.75,32912.5,32912.5,32913.5,32913.5,32915.53,32911.63
32914,32914,32912,32910.5,32909.5,32913.25,32911.25,32911.5,32910.5,32910.75,32910.75,32910.5,32910.5,32910.5,32910.5,32910.5,32911,32911.5,32911.25,32910.5,32910.75,32911,32909.75,32909.75,32909.25,32911.63,32918.32
32919.3,32917.8,32918.8,32918.8,32920.5,32919,32915.5,32916.5,32917.25,32917.25,32918.25,32918.25,32918,32918.25,32918.5,32918,32917.25,32916.75,32917,32917.25,32919.25,32919.25,32918.5,32918.5,32918,32918.32,32914.95
32914.5,32915.5,32915.5,32915,32911,32917.75,32915.75,32915.5,32915.25,32915,32914.75,32915,32914.5,32914.5,32915,32915,32915.25,32915.5,32916.5,32916,32917,32917.25,32918.25,32919,32918.5,32914.95,32933.38
32933.3,32933.5,32933.5,32933,32933,32933.25,32933,32934.75,32934.75,32933.5,32933.25,32934.75,32933.25,32933.25,32933.25,32933.75,32933.75,32932.25,32933,32932.5,32933.5,32932.25,32932.75,32932.25,32931.75,32933.38,32916.48
32914,32917.5,32917.5,32915,32914.5,32915.75,32917.5,32918,32918.75,32917.25,32917.25,32917,32917,32917.25,32917.5,32917.5,32918,32918,32918,32918.5,32918.75,32919.5,32919.75,32919,32918.75,32916.48,32916.68
32916.5,32917,32918,32915,32914.5,32916.5,32917,32917.75,32918,32916.75,32917.25,32917,32917,32917.75,32917.75,32917.75,32918.25,32918.25,32918.75,32919.25,32919.75,32920.25,32920.25,32919.5,32919.75,32916.68,32923.44
32925,32924.3,32921.8,32923.5,32921.3,32925,32925,32924.5,32922.75,32923,32923,32923.5,32922.75,32921.75,32921.75,32922.25,32923,32923.25,32923.25,32924,32925.25,32925.25,32925,32925,32925,32923.44,32910.64
32911.5,32911.5,32911.5,32908.8,32910.3,32911.5,32909.25,32910.5,32911.25,32909.75,32910.25,32910.25,32910.5,32910.5,32910.5,32910.75,32910.25,32910.25,32910.75,32911.75,32912.5,32912.5,32912.5,32911.5,32911.5,32910.64,32911.55
32911.5,32911.5,32911.5,32911.5,32911.5,32911.5,32909.25,32912.5,32912.25,32911.75,32912.5,32913,32912.5,32912.5,32912.75,32912.75,32912.25,32911.75,32912.25,32913.5,32913.5,32913.5,32913.5,32913.25,32913.75,32911.55,32893.3
32893.3,32894.8,32894.5,32892.3,32891.3,32892,32893,32892.75,32893.5,32894.25,32894.75,32894.5,32893.5,32894.75,32894.75,32894.75,32894,32894.5,32894.5,32894.5,32895.25,32895,32896.75,32896.75,32897,32893.3,32886.77
32885.5,32888.5,32889.8,32887.3,32885.3,32885.75,32888.5,32887,32885.5,32886,32885.75,32885.75,32885.75,32886.5,32886.5,32885.75,32886.25,32888,32888,32888,32888.25,32888.5,32887.5,32887.25,32888.75,32886.77,32905.79
32904.5,32903.3,32905,32907.3,32910,32905.75,32905.75,32905,32904.25,32904,32905.75,32906.75,32906.25,32907.25,32906.75,32906.75,32906.75,32908,32908,32908,32907,32907.25,32907,32907.75,32912.5,32905.79,32905.92
32905.8,32904.8,32904.3,32908,32907,32905.5,32904.75,32905.75,32905.5,32906,32906,32906,32907.5,32907,32907,32907.5,32907,32906.75,32907.75,32908.25,32908.5,32909.25,32909.5,32907.5,32908.75,32905.92,32911.89
32911.5,32912,32913.8,32912.8,32910.8,32911.75,32912.25,32913,32912.5,32911.25,32911.25,32910.25,32910.25,32910.5,32910.75,32911,32911.25,32912,32910.75,32909.75,32910,32909.75,32910.5,32911.25,32909,32911.89,32891.91
32893,32893.3,32895.3,32891.5,32890.5,32893,32890.75,32891.25,32891.75,32891.5,32890.75,32890.25,32889.25,32889.25,32889.25,32889.25,32890,32889.5,32889.5,32889.75,32890.75,32890.75,32893,32892.75,32893.5,32891.91,32885.04
32884.8,32887.5,32887.8,32885,32882.8,32884.75,32886,32884.25,32884.25,32884.5,32883.5,32884,32884,32884.25,32884.25,32884,32884,32884.5,32885,32884.75,32884.5,32885,32885.25,32884.75,32885.75,32885.04,32893.41
32892,32893,32892,32894.8,32890.5,32893.75,32893,32895.25,32895.25,32895.25,32894.75,32894.75,32895,32895,32894,32895,32895,32894.5,32895.25,32895.75,32896,32896,32896.25,32896.5,32895.5,32893.41,32888.16
32887,32890.3,32890.3,32888,32887,32887.25,32888.75,32888,32887.5,32887,32888.25,32888,32887.25,32887.25,32886.75,32886.75,32886.75,32887.25,32887.5,32888,32889,32889,32887,32887.5,32888.25,32888.16,32881.2
32880.8,32880.8,32880.8,32882.3,32881.8,32881.75,32880.75,32881,32881,32880.75,32880.75,32881.5,32881.25,32882.25,32882.25,32882,32882,32882.75,32882.75,32882.25,32882.25,32881.75,32882,32883.5,32883.75,32881.2,32889.16
32890,32889,32889.5,32890.3,32889,32890.5,32889.5,32889,32887.25,32887.25,32887.75,32889,32888.75,32888.25,32888.5,32889,32890.25,32891.25,32891.25,32891.5,32892,32892.25,32890.5,32890.75,32891.25,32889.16,32884.57
32885.3,32885.3,32885.3,32885.5,32886.8,32884.75,32883.5,32883,32883.5,32883,32882.75,32882.75,32883,32882.75,32882.75,32882.75,32883.75,32882.75,32882.75,32883,32882,32881.75,32881.75,32881,32881.75,32884.57,32898.26
32900.5,32898,32897.5,32898,32896.8,32898.75,32898,32898.5,32897.75,32897.75,32898.5,32898.75,32898.75,32898.75,32898.75,32898.25,32898,32899,32899.75,32899.5,32899.75,32901,32901,32899.75,32900.75,32898.26,32888.32
32888.8,32889.3,32890.8,32888.5,32885.5,32889.25,32888.75,32887.5,32887,32887,32887.75,32887.25,32887.5,32887.5,32887.5,32886.5,32886.5,32886.5,32887,32886.75,32887.5,32887,32887.5,32889,32889,32888.32,32877.12
32877.8,32877.8,32877.5,32879,32876.8,32876.25,32875.75,32875.5,32876.5,32876.5,32876.5,32877.25,32877.25,32877.5,32878.75,32879,32880,32878.75,32880.75,32880.25,32880,32880.5,32880.75,32880.75,32880.25,32877.12,32896.51
32897.3,32897,32897,32898.5,32895,32897.25,32897.25,32897,32896,32895.25,32895.25,32895.25,32894.5,32894.75,32896,32896,32895.5,32896.75,32896.5,32896.25,32894.25,32894.25,32894.5,32894.5,32894.25,32896.51,32911.33
32912,32908.5,32910.5,32913.5,32912,32912,32913.25,32910.5,32910.5,32910.5,32910.5,32910,32910.5,32911.5,32911.5,32911.5,32911.75,32911.5,32911.5,32911.5,32910.75,32910.75,32910.75,32910.75,32910.5,32911.33,32911.52
32912.3,32909.5,32909.5,32913.8,32918.3,32911.25,32909.5,32910.5,32910.25,32909.75,32909.75,32909.75,32911,32910.5,32910.75,32910.5,32909.25,32909.25,32909.5,32909.5,32911.25,32910,32909.5,32908.5,32908.75,32911.52,32926.33
32925.5,32924,32924,32927.3,32932.5,32926.25,32926.75,32927,32926.25,32925.5,32924.75,32926.25,32926,32925.75,32925.75,32926.25,32926.25,32926.25,32926,32926.25,32926,32925.25,32925.5,32926,32925.5,32926.33,32917.88
32916.8,32916.8,32918.8,32917.3,32915.8,32918,32918.75,32919.5,32919.25,32919.25,32918.75,32918.75,32918.5,32917.5,32917.25,32917,32917.25,32917.25,32917.25,32917.25,32919.75,32919.5,32919.25,32917.25,32917,32917.88,32913.15
32914.8,32912.8,32913,32912.8,32914.8,32913.25,32912.75,32912.5,32912.25,32912.5,32912.5,32912.5,32912.5,32912.75,32913,32911,32910.75,32911,32911.5,32913,32912.5,32912.75,32912.25,32912.5,32912,32913.15,32923.96
32924.3,32922.5,32922.5,32927.3,32923,32924.25,32925.25,32925.75,32924,32924.75,32923.25,32923.5,32923.25,32924.75,32925.5,32925.25,32924.5,32924.25,32923.75,32923.5,32923.25,32923.5,32923.25,32923.25,32922.75,32923.96,32913.8
32914.5,32913,32913,32914.5,32913.5,32913.5,32913.5,32913.5,32913.5,32914.75,32914.5,32914.75,32914.5,32914.5,32914.5,32914.5,32914,32913.25,32913.5,32915.25,32915.25,32916.75,32917,32916.5,32916.5,32913.8,32913.76
32914,32912.5,32913.5,32916,32914.3,32913.5,32913,32912.5,32913.5,32914.25,32913.5,32913.25,32913.75,32913.75,32913.75,32912,32912,32911,32911,32911,32910.5,32910.75,32911,32910.75,32910.25,32913.76,32908.94
32909,32907,32909.3,32910.8,32909,32909,32909.75,32909.25,32909,32908.75,32908.25,32907.75,32908.25,32907.75,32907.5,32909,32909,32908.75,32908.75,32909.5,32909.25,32909,32911.5,32910.5,32911.75,32908.94,32911.23
32911,32910,32912.5,32913,32912,32911,32912.25,32911.25,32910,32909.5,32909.75,32910.25,32910.75,32910.5,32910,32911,32911,32911,32910.5,32910.5,32910.75,32910.25,32910,32911.25,32912.25,32911.23,32898.89
32901.5,32897.8,32897,32898.3,32898.3,32900.75,32897.75,32897.5,32899,32899.5,32899.25,32898,32899.25,32899,32898.75,32899,32899.25,32900,32900.25,32902.5,32902,32900.5,32900.5,32901,32900.25,32898.89,32903.74
32904.8,32903.5,32903.8,32903.8,32899,32906.5,32905,32904,32903.75,32904.5,32904,32903.75,32903.25,32903.25,32903.75,32903.5,32904.5,32905.25,32905.25,32906,32905.75,32905.5,32905.5,32906,32905.75,32903.74,32908.97
32908.3,32905.8,32908.5,32909.8,32913.3,32908.25,32909.5,32908.75,32908.75,32908.75,32908.75,32908.5,32908.75,32908.75,32908.25,32908.5,32909.25,32909.75,32909.25,32909.5,32909.5,32909.5,32910.5,32910,32909.75,32908.97,32906.99
32908.8,32905,32905.3,32909.5,32912.3,32908.25,32905,32905,32905.75,32905.5,32904.5,32905.75,32905.5,32907.5,32907.25,32907.25,32907.25,32906,32905.25,32905.25,32905.75,32905.75,32907,32908,32908,32906.99,32894.22
32894.3,32894.8,32894.8,32894.5,32894.5,32894.25,32893.5,32892.5,32894,32893.5,32893.5,32893.5,32894,32893.75,32893.75,32895.25,32895.25,32894.75,32895,32894.75,32894.75,32896,32894.5,32896,32895,32894.22,32902.08
32904.5,32902.3,32902.5,32904,32899.5,32904.5,32902.25,32900.25,32900.25,32900.5,32900,32900.5,32901,32901.25,32901.25,32900.5,32900.5,32900.5,32900.25,32900,32900.5,32901.5,32901.5,32900.75,32900.75,32902.08,32894.83
32895,32896.5,32897.5,32893.5,32894,32894.5,32894.5,32895.5,32895.75,32893.25,32893,32894.25,32894,32894.25,32895.75,32896,32896,32896,32896.5,32896.75,32897.5,32898.75,32898.75,32897.75,32897,32894.83,32898.52
